Age,Gender,MaritalStatus,Department,JobRole,EducationField,Education,MonthlyIncome,DistanceFromHome,YearsAtCompany,YearsInCurrentRole,TotalWorkingYears,NumCompaniesWorked,BusinessTravel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,OverTime,StockOptionLevel,TrainingTimesLastYear,PercentSalaryHike,Attrition
40,Male,Single,Research & Development,Research Scientist,Marketing,3,3466,12,0,0,18,1,Travel_Rarely,4,2,2,3,No,1,3,11,No
40,Male,Married,Sales,Sales Representative,Medical,2,5002,1,14,0,14,3,Travel_Rarely,4,4,4,3,No,1,5,14,No
34,Male,Single,Research & Development,Research Scientist,Other,4,5973,1,8,1,19,5,Travel_Frequently,4,4,3,3,Yes,0,5,23,No
42,Male,Single,Research & Development,Research Scientist,Human Resources,3,5997,23,14,0,16,3,Travel_Rarely,2,2,2,4,No,3,2,15,No
27,Female,Married,Research & Development,Research Director,Medical,3,15394,15,0,0,0,5,Travel_Rarely,4,3,3,4,No,1,2,15,No
42,Male,Single,Research & Development,Manufacturing Director,Technical Degree,3,9669,4,3,1,22,1,Non-Travel,1,3,2,3,No,2,3,17,No
46,Male,Married,Sales,Manager,Marketing,3,16210,2,7,4,26,1,Travel_Rarely,3,3,4,3,Yes,2,2,15,No
32,Female,Single,Sales,Manager,Marketing,3,15398,1,14,5,15,2,Travel_Rarely,4,4,3,3,Yes,1,1,19,No
35,Female,Married,Sales,Sales Executive,Technical Degree,1,6380,2,1,1,14,2,Travel_Rarely,4,1,2,3,No,1,2,14,No
44,Male,Married,Research & Development,Laboratory Technician,Human Resources,3,3553,4,11,11,23,2,Travel_Frequently,4,4,3,3,Yes,2,3,11,No
28,Male,Single,Research & Development,Laboratory Technician,Life Sciences,1,3929,5,0,0,5,3,Travel_Rarely,1,1,3,3,No,1,1,11,No
51,Male,Single,Sales,Manager,Human Resources,3,15783,5,6,1,30,6,Travel_Rarely,4,4,2,3,No,1,2,15,No
18,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,3,2628,2,0,0,0,2,Travel_Rarely,3,4,3,3,No,1,2,19,No
47,Male,Single,Research & Development,Manufacturing Director,Technical Degree,4,9025,2,1,1,22,6,Travel_Rarely,4,4,3,3,No,1,2,17,No
41,Male,Married,Sales,Sales Executive,Medical,3,8305,29,2,0,20,3,Travel_Rarely,1,2,3,3,Yes,1,1,13,No
34,Male,Married,Research & Development,Manufacturing Director,Technical Degree,3,10233,6,2,2,12,2,Travel_Rarely,1,3,4,4,No,2,2,11,No
34,Male,Single,Sales,Sales Executive,Technical Degree,4,7554,3,7,2,7,3,Travel_Rarely,3,3,2,3,No,0,3,15,No
34,Male,Married,Sales,Sales Representative,Technical Degree,1,1383,1,1,1,9,4,Travel_Rarely,3,4,3,3,No,0,3,18,No
43,Male,Married,Research & Development,Research Director,Human Resources,3,14833,10,0,0,16,4,Travel_Rarely,2,2,2,3,No,1,2,15,No
35,Male,Married,Sales,Sales Executive,Human Resources,1,8000,12,10,0,15,3,Travel_Rarely,2,1,3,3,No,1,0,15,No
19,Female,Married,Sales,Manager,Life Sciences,2,13900,21,0,0,0,6,Travel_Rarely,2,2,1,3,No,1,5,11,No
31,Male,Married,Research & Development,Research Director,Other,4,15321,15,3,3,11,4,Travel_Rarely,2,2,3,3,No,0,6,11,Yes
29,Male,Divorced,Research & Development,Research Scientist,Marketing,3,5318,2,4,2,4,6,Travel_Rarely,4,4,3,3,Yes,1,4,17,No
28,Female,Married,Research & Development,Laboratory Technician,Technical Degree,4,3421,29,1,1,10,5,Travel_Rarely,4,2,3,3,No,1,3,17,Yes
31,Male,Single,Research & Development,Research Director,Marketing,1,15096,1,0,0,13,2,Travel_Rarely,3,1,2,3,No,0,6,16,No
53,Male,Single,Sales,Sales Executive,Human Resources,3,9341,8,21,1,28,2,Travel_Frequently,3,1,2,3,No,0,5,12,No
23,Male,Married,Sales,Sales Executive,Other,3,7272,10,1,1,2,3,Travel_Frequently,4,3,3,3,No,1,2,21,No
35,Female,Divorced,Research & Development,Laboratory Technician,Marketing,4,3921,4,2,2,12,1,Travel_Frequently,3,4,2,3,No,2,2,12,No
30,Female,Single,Sales,Sales Executive,Medical,2,8508,1,8,2,8,4,Travel_Rarely,4,4,3,3,No,0,3,14,No
35,Male,Single,Sales,Manager,Human Resources,3,15707,9,5,2,14,1,Travel_Rarely,2,3,2,3,No,1,2,18,No
31,Male,Married,Sales,Sales Executive,Other,3,9851,4,7,7,12,2,Non-Travel,3,2,1,4,No,2,3,15,No
40,Male,Divorced,Research & Development,Laboratory Technician,Medical,3,3790,4,2,0,17,5,Travel_Rarely,3,2,3,4,Yes,0,5,12,No
38,Male,Married,Research & Development,Research Scientist,Medical,3,2681,2,2,0,16,2,Travel_Rarely,3,4,2,3,No,1,3,11,Yes
19,Female,Married,Research & Development,Research Scientist,Human Resources,1,4442,8,3,3,3,4,Travel_Frequently,4,4,2,3,Yes,0,2,15,Yes
41,Male,Married,Research & Development,Research Scientist,Life Sciences,2,5531,8,7,0,19,1,Travel_Rarely,3,3,3,3,No,1,4,16,No
42,Male,Divorced,Research & Development,Laboratory Technician,Life Sciences,2,5144,7,7,1,29,2,Travel_Rarely,1,2,4,3,Yes,0,3,19,No
40,Male,Divorced,Research & Development,Laboratory Technician,Medical,2,3142,6,3,3,19,4,Travel_Rarely,1,4,2,3,No,2,5,18,No
32,Female,Divorced,Research & Development,Laboratory Technician,Other,2,3645,1,10,2,11,3,Travel_Rarely,3,3,3,3,No,0,1,13,No
53,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,3,3980,7,10,4,28,2,Non-Travel,1,2,2,3,No,1,4,12,Yes
34,Male,Single,Research & Development,Research Director,Other,3,17060,5,11,0,19,2,Travel_Rarely,4,1,2,3,No,1,4,16,No
41,Male,Married,Sales,Sales Executive,Human Resources,4,7997,6,13,2,18,5,Travel_Rarely,4,3,3,3,No,0,1,23,No
37,Female,Single,Research & Development,Laboratory Technician,Other,2,3960,6,7,2,15,5,Travel_Rarely,1,3,4,3,Yes,0,2,13,No
26,Male,Married,Research & Development,Research Director,Human Resources,3,15475,13,2,2,3,3,Travel_Frequently,4,2,3,3,No,0,2,17,No
25,Female,Married,Research & Development,Research Scientist,Human Resources,3,4689,1,3,1,3,3,Travel_Rarely,4,2,4,3,No,1,3,15,No
37,Male,Married,Research & Development,Research Director,Medical,3,17849,1,6,1,6,2,Travel_Rarely,1,2,3,3,Yes,2,4,12,No
35,Female,Married,Research & Development,Research Scientist,Medical,3,3225,14,2,0,13,3,Travel_Rarely,1,3,3,3,No,1,2,11,No
46,Male,Divorced,Research & Development,Research Director,Medical,2,17076,6,8,4,24,6,Travel_Rarely,4,3,3,3,No,1,1,14,No
36,Female,Married,Sales,Sales Executive,Other,2,7671,17,2,1,10,5,Non-Travel,4,2,3,3,Yes,2,0,14,No
30,Male,Single,Research & Development,Manufacturing Director,Technical Degree,1,10581,9,3,0,3,3,Travel_Rarely,2,4,3,3,No,1,0,12,No
29,Female,Single,Research & Development,Laboratory Technician,Human Resources,3,2538,7,0,0,11,3,Travel_Rarely,3,4,4,3,Yes,2,4,16,Yes
37,Male,Divorced,Research & Development,Manufacturing Director,Marketing,2,9454,1,1,1,13,4,Travel_Rarely,1,3,2,3,No,2,6,11,No
33,Male,Divorced,Research & Development,Laboratory Technician,Medical,4,2237,2,0,0,12,1,Travel_Rarely,1,4,2,3,No,0,1,11,No
25,Female,Divorced,Research & Development,Manufacturing Director,Technical Degree,1,9782,7,1,1,1,3,Travel_Rarely,2,4,3,3,No,1,5,11,No
37,Female,Married,Sales,Sales Executive,Life Sciences,2,8469,4,2,2,13,1,Travel_Rarely,3,2,3,3,No,1,1,17,No
46,Male,Married,Sales,Sales Executive,Marketing,4,7543,6,4,1,25,2,Travel_Rarely,1,4,3,4,No,2,4,12,No
35,Male,Married,Research & Development,Research Director,Marketing,3,16643,17,9,1,11,2,Travel_Rarely,1,3,1,3,No,0,5,11,No
58,Female,Married,Human Resources,Manager,Marketing,3,12812,2,1,1,40,2,Travel_Rarely,1,3,2,3,No,0,2,17,No
50,Male,Married,Sales,Manager,Marketing,4,13673,2,1,0,28,1,Travel_Rarely,2,4,2,3,No,0,6,15,No
44,Male,Single,Research & Development,Research Scientist,Marketing,4,7388,9,15,0,24,2,Travel_Rarely,3,3,3,3,No,2,6,15,No
20,Female,Single,Research & Development,Research Director,Life Sciences,2,15958,27,0,0,0,2,Travel_Rarely,1,3,3,3,Yes,3,0,16,No
25,Male,Married,Research & Development,Research Director,Technical Degree,4,15606,15,2,2,3,4,Travel_Frequently,3,4,2,3,No,0,2,13,No
18,Male,Single,Research & Development,Research Scientist,Life Sciences,4,5894,12,0,0,0,2,Travel_Rarely,3,2,3,4,No,0,2,14,Yes
31,Male,Divorced,Research & Development,Manufacturing Director,Life Sciences,4,10367,11,12,5,12,1,Travel_Rarely,2,1,2,4,No,0,0,16,Yes
24,Male,Single,Human Resources,Human Resources,Life Sciences,3,3687,2,0,0,2,1,Travel_Rarely,3,3,2,3,No,1,0,20,Yes
30,Male,Married,Research & Development,Research Director,Medical,3,17318,4,8,1,8,2,Travel_Frequently,3,4,2,3,No,1,2,16,No
43,Male,Married,Human Resources,Manager,Medical,4,13184,14,0,0,28,1,Travel_Rarely,4,2,1,4,No,0,0,15,No
30,Female,Divorced,Sales,Manager,Human Resources,3,13517,10,0,0,9,2,Travel_Rarely,4,3,3,3,Yes,0,1,16,No
21,Male,Divorced,Research & Development,Laboratory Technician,Technical Degree,5,3207,20,0,0,0,3,Non-Travel,4,4,2,4,No,1,4,18,No
26,Male,Married,Sales,Manager,Technical Degree,1,15256,2,4,4,4,4,Travel_Frequently,3,1,2,3,No,3,2,12,No
45,Male,Married,Research & Development,Research Scientist,Life Sciences,3,4834,4,6,3,28,0,Travel_Rarely,4,2,3,3,No,1,4,18,No
33,Male,Married,Sales,Manager,Technical Degree,2,12060,5,4,4,17,3,Travel_Rarely,3,4,3,4,No,0,6,14,No
46,Male,Married,Research & Development,Laboratory Technician,Life Sciences,4,4303,17,5,0,17,4,Travel_Rarely,1,1,3,3,No,1,5,11,No
31,Male,Divorced,Research & Development,Research Director,Other,4,16893,7,4,2,13,1,Travel_Rarely,4,4,3,3,No,0,1,15,No
33,Male,Married,Sales,Sales Executive,Technical Degree,3,6423,19,4,1,6,2,Non-Travel,1,3,3,3,No,0,2,15,No
34,Male,Married,Research & Development,Laboratory Technician,Life Sciences,2,2461,8,1,1,15,3,Travel_Rarely,1,1,3,4,Yes,1,4,11,Yes
39,Male,Married,Sales,Sales Representative,Marketing,4,4116,7,5,4,15,4,Travel_Rarely,4,4,3,3,No,3,2,15,No
37,Male,Married,Sales,Manager,Marketing,4,14265,4,5,1,15,5,Travel_Rarely,2,4,3,3,No,1,4,16,Yes
46,Male,Single,Research & Development,Research Scientist,Medical,3,4446,3,4,1,20,1,Travel_Rarely,4,4,3,4,No,1,4,15,No
26,Female,Married,Research & Development,Laboratory Technician,Other,3,2933,1,0,0,0,1,Travel_Frequently,2,3,3,3,No,2,3,15,No
56,Female,Married,Sales,Manager,Other,3,14684,14,3,2,40,5,Travel_Rarely,4,1,2,3,No,1,0,11,No
41,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,3,11563,9,16,6,16,2,Travel_Frequently,3,2,2,4,No,0,1,18,No
49,Male,Married,Research & Development,Research Scientist,Other,3,5871,1,1,1,27,4,Travel_Rarely,1,1,3,3,No,0,2,14,No
41,Male,Single,Research & Development,Research Director,Technical Degree,2,17436,1,0,0,18,3,Travel_Rarely,1,4,3,3,No,1,3,14,Yes
45,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,1,3917,2,2,2,26,3,Travel_Rarely,3,3,3,3,No,1,1,11,No
34,Male,Divorced,Human Resources,Manager,Medical,2,14795,6,3,3,16,3,Travel_Rarely,3,2,3,4,Yes,1,6,11,No
51,Female,Single,Sales,Sales Executive,Medical,1,9897,9,10,8,32,4,Travel_Rarely,4,4,3,3,No,1,3,13,No
41,Male,Divorced,Human Resources,Human Resources,Technical Degree,1,3007,9,0,0,20,1,Travel_Rarely,4,3,1,3,No,0,3,18,Yes
33,Male,Divorced,Sales,Sales Executive,Medical,2,7218,4,0,0,14,4,Non-Travel,2,1,3,3,No,0,3,24,Yes
37,Male,Single,Research & Development,Research Scientist,Life Sciences,3,4809,21,3,3,15,3,Travel_Frequently,1,3,3,4,No,0,3,16,No
41,Female,Single,Research & Development,Manufacturing Director,Other,4,9734,9,3,0,18,1,Travel_Rarely,3,4,3,3,Yes,2,2,11,No
38,Female,Married,Research & Development,Research Scientist,Life Sciences,3,1579,5,0,0,16,2,Travel_Rarely,3,3,3,3,No,0,6,11,No
35,Male,Married,Sales,Sales Executive,Marketing,4,6605,6,5,3,18,2,Travel_Rarely,4,1,3,3,No,3,3,15,No
44,Female,Married,Research & Development,Manufacturing Director,Medical,3,10980,9,2,1,26,2,Travel_Rarely,3,3,4,4,Yes,0,2,20,No
37,Female,Married,Sales,Sales Executive,Other,4,8248,3,12,0,16,0,Travel_Rarely,3,1,3,4,No,1,3,17,No
35,Male,Married,Sales,Sales Executive,Technical Degree,1,7684,6,6,1,15,2,Travel_Rarely,2,4,4,3,No,2,3,21,No
31,Male,Divorced,Research & Development,Research Scientist,Life Sciences,3,3702,5,1,0,6,3,Travel_Rarely,3,3,3,3,No,1,0,18,No
36,Female,Divorced,Research & Development,Laboratory Technician,Human Resources,4,2925,7,0,0,14,4,Travel_Frequently,3,3,2,3,No,1,1,13,No
19,Male,Married,Research & Development,Manufacturing Director,Life Sciences,3,9854,14,0,0,0,4,Travel_Frequently,2,4,2,3,No,1,1,12,Yes
39,Male,Single,Sales,Sales Representative,Medical,2,2268,6,5,2,15,0,Travel_Rarely,3,3,4,3,No,0,3,12,No
38,Female,Single,Human Resources,Human Resources,Medical,3,2778,3,2,0,17,2,Travel_Rarely,3,3,3,3,No,2,4,19,No
23,Male,Married,Sales,Sales Representative,Other,3,3566,8,0,0,0,3,Travel_Rarely,1,4,3,3,No,3,3,11,No
42,Female,Married,Sales,Manager,Technical Degree,3,13060,17,0,0,20,3,Travel_Rarely,4,3,3,3,No,0,4,11,No
41,Male,Married,Research & Development,Research Director,Medical,3,16774,9,17,0,17,3,Travel_Rarely,4,3,4,3,No,1,2,11,No
31,Male,Married,Research & Development,Research Director,Life Sciences,3,16289,22,5,5,18,6,Travel_Rarely,3,2,4,3,Yes,1,3,12,No
43,Male,Single,Research & Development,Manufacturing Director,Medical,1,11030,13,13,7,21,5,Travel_Frequently,4,3,3,3,Yes,0,3,18,No
37,Female,Married,Sales,Sales Executive,Other,2,7141,2,3,1,18,2,Travel_Frequently,2,4,3,3,No,2,6,17,No
49,Male,Single,Research & Development,Manufacturing Director,Life Sciences,2,9052,12,2,1,27,2,Travel_Rarely,4,2,1,4,No,1,2,17,Yes
46,Female,Single,Sales,Manager,Human Resources,3,14314,1,0,0,22,3,Travel_Rarely,3,4,4,3,No,1,3,11,No
32,Male,Married,Research & Development,Research Director,Life Sciences,4,14625,15,3,1,10,0,Travel_Rarely,1,4,3,3,No,0,3,11,No
24,Male,Married,Sales,Sales Representative,Life Sciences,5,5470,9,1,1,3,3,Travel_Rarely,2,2,3,3,Yes,1,3,11,Yes
31,Female,Married,Research & Development,Research Director,Other,3,16127,1,2,2,9,5,Travel_Rarely,1,1,3,3,No,2,2,13,No
31,Female,Single,Sales,Sales Executive,Other,4,8218,22,9,0,9,3,Travel_Rarely,1,3,2,3,No,3,5,11,No
26,Male,Married,Sales,Manager,Technical Degree,3,15064,5,4,3,4,3,Travel_Rarely,3,3,4,3,No,0,5,11,No
19,Male,Married,Research & Development,Laboratory Technician,Technical Degree,5,3854,3,0,0,0,1,Travel_Rarely,3,1,1,4,No,0,5,17,No
44,Male,Married,Research & Development,Research Scientist,Marketing,3,5654,10,17,1,25,6,Travel_Rarely,3,3,3,3,No,1,1,25,No
29,Male,Divorced,Research & Development,Laboratory Technician,Medical,3,3580,2,5,1,7,1,Travel_Rarely,4,2,2,3,No,2,1,19,No
42,Male,Married,Research & Development,Research Director,Marketing,4,14958,1,2,2,17,2,Travel_Rarely,2,2,3,3,Yes,0,3,18,No
30,Male,Single,Research & Development,Research Director,Human Resources,3,13958,29,4,0,8,1,Travel_Rarely,4,4,2,3,No,0,3,18,No
59,Female,Married,Sales,Manager,Medical,3,14419,20,2,2,35,7,Travel_Frequently,3,1,2,4,No,3,1,17,No
35,Male,Single,Research & Development,Research Scientist,Technical Degree,2,5288,4,11,0,13,3,Travel_Rarely,3,4,3,3,No,3,4,16,No
29,Male,Married,Sales,Manager,Human Resources,3,15662,8,7,0,7,2,Travel_Rarely,1,4,3,3,No,1,4,11,No
31,Female,Married,Research & Development,Laboratory Technician,Life Sciences,1,3658,2,4,2,8,2,Travel_Rarely,4,2,3,3,Yes,1,2,14,No
24,Female,Single,Sales,Sales Representative,Life Sciences,3,3943,9,3,0,3,3,Non-Travel,2,4,3,3,No,0,1,14,No
42,Female,Single,Research & Development,Research Director,Medical,3,18690,21,17,0,17,2,Travel_Rarely,2,2,3,3,No,0,3,11,No
39,Male,Married,Research & Development,Research Director,Marketing,4,15874,10,4,0,14,3,Non-Travel,2,1,3,3,No,0,3,11,No
49,Male,Married,Research & Development,Research Scientist,Marketing,2,6721,2,20,6,28,1,Travel_Rarely,3,4,4,3,No,0,1,19,No
36,Male,Married,Human Resources,Manager,Other,3,13837,1,6,2,17,1,Travel_Frequently,3,3,2,3,No,0,5,23,No
43,Female,Married,Sales,Sales Executive,Human Resources,3,7469,6,1,1,25,3,Travel_Rarely,3,1,3,3,No,0,2,21,No
45,Female,Married,Research & Development,Research Director,Medical,3,17544,1,18,9,23,6,Non-Travel,4,1,2,3,Yes,2,1,11,No
40,Female,Divorced,Sales,Sales Executive,Technical Degree,2,8257,5,5,3,21,1,Travel_Frequently,2,2,3,3,No,1,2,13,No
33,Male,Married,Research & Development,Laboratory Technician,Human Resources,4,2893,5,1,0,15,2,Travel_Rarely,3,3,2,3,No,1,2,13,Yes
46,Male,Married,Sales,Sales Representative,Marketing,3,3985,8,9,0,27,1,Travel_Frequently,4,2,3,3,Yes,0,4,15,No
42,Male,Single,Research & Development,Laboratory Technician,Human Resources,1,5012,2,12,3,24,1,Travel_Rarely,3,4,2,3,No,0,4,13,No
29,Male,Married,Research & Development,Research Scientist,Other,4,4861,7,1,1,10,1,Travel_Rarely,4,4,3,3,No,3,3,15,No
47,Male,Married,Research & Development,Manufacturing Director,Life Sciences,3,10645,1,13,8,21,0,Travel_Rarely,3,3,3,3,No,0,2,15,No
31,Male,Married,Sales,Sales Representative,Other,3,2905,5,0,0,7,2,Non-Travel,4,1,2,3,No,0,2,16,No
41,Male,Married,Research & Development,Research Director,Life Sciences,4,14286,14,0,0,20,4,Travel_Rarely,3,2,2,3,No,1,1,13,No
43,Female,Married,Research & Development,Research Director,Marketing,3,16677,3,12,1,23,6,Travel_Frequently,2,3,3,3,No,0,1,21,No
20,Male,Single,Research & Development,Research Scientist,Marketing,4,4774,4,6,3,6,4,Travel_Frequently,4,2,2,3,No,0,3,13,No
46,Female,Single,Research & Development,Laboratory Technician,Life Sciences,4,2360,3,1,1,22,0,Travel_Rarely,4,4,4,3,Yes,1,5,14,No
33,Male,Married,Research & Development,Research Director,Human Resources,3,14490,19,1,0,8,2,Travel_Rarely,4,4,2,3,Yes,0,2,17,No
18,Female,Married,Research & Development,Laboratory Technician,Technical Degree,3,2684,4,0,0,0,1,Travel_Rarely,1,4,3,4,No,1,1,19,Yes
38,Female,Married,Research & Development,Manufacturing Director,Medical,1,8658,1,7,6,17,1,Travel_Rarely,1,3,1,3,Yes,0,6,13,No
54,Male,Single,Research & Development,Laboratory Technician,Marketing,1,4175,2,1,1,33,5,Travel_Rarely,1,4,3,3,Yes,0,1,19,No
39,Male,Married,Research & Development,Laboratory Technician,Marketing,3,5030,1,12,2,12,5,Travel_Rarely,1,2,3,3,Yes,0,5,17,No
31,Male,Married,Research & Development,Research Director,Technical Degree,3,15740,3,1,0,12,7,Non-Travel,4,4,3,3,No,1,2,14,No
39,Male,Single,Sales,Sales Executive,Technical Degree,2,6313,14,0,0,21,3,Travel_Frequently,1,4,3,3,No,2,0,13,No
29,Male,Married,Research & Development,Manufacturing Director,Other,4,9721,1,0,0,6,5,Travel_Rarely,1,4,3,3,No,0,2,11,No
37,Female,Married,Sales,Manager,Life Sciences,4,14755,9,8,4,10,2,Travel_Rarely,4,2,4,3,No,1,3,14,No
27,Male,Married,Sales,Sales Executive,Life Sciences,2,6957,1,6,1,6,2,Travel_Rarely,4,3,3,3,No,1,3,22,No
42,Female,Divorced,Sales,Sales Executive,Technical Degree,3,5616,10,2,1,26,5,Travel_Rarely,2,1,4,3,No,3,4,16,No
42,Female,Divorced,Research & Development,Research Scientist,Life Sciences,3,4557,11,9,1,21,4,Travel_Rarely,2,4,2,3,No,0,2,18,No
43,Male,Divorced,Research & Development,Manufacturing Director,Other,3,9418,8,2,2,27,4,Travel_Rarely,4,1,2,3,Yes,0,2,15,No
18,Male,Single,Sales,Manager,Marketing,3,15114,1,0,0,0,3,Non-Travel,2,2,2,3,Yes,1,1,17,Yes
40,Female,Married,Research & Development,Manufacturing Director,Other,1,11459,1,5,2,18,0,Travel_Frequently,4,4,1,3,No,1,0,13,No
25,Male,Married,Research & Development,Manufacturing Director,Technical Degree,1,9821,1,0,0,1,3,Travel_Rarely,1,4,3,3,No,2,5,12,No
30,Male,Married,Research & Development,Research Scientist,Marketing,4,4193,2,6,1,6,4,Travel_Rarely,4,1,4,3,No,1,1,16,No
31,Female,Married,Research & Development,Research Scientist,Marketing,3,5211,6,6,6,12,3,Travel_Frequently,1,2,2,3,No,1,1,13,No
36,Male,Single,Sales,Manager,Medical,5,15134,3,15,7,15,2,Travel_Frequently,2,4,3,3,Yes,1,1,18,No
37,Male,Married,Research & Development,Manufacturing Director,Other,3,9000,5,4,2,15,2,Travel_Rarely,1,3,3,3,Yes,0,1,11,No
31,Male,Married,Sales,Manager,Medical,4,14655,13,4,3,11,1,Travel_Frequently,4,4,1,3,No,0,5,16,No
52,Male,Married,Research & Development,Research Scientist,Human Resources,2,4945,7,3,3,28,9,Travel_Rarely,2,4,2,3,No,1,2,17,No
40,Male,Single,Sales,Manager,Technical Degree,3,14739,12,0,0,19,0,Travel_Rarely,2,4,3,3,Yes,2,2,14,No
51,Male,Divorced,Research & Development,Research Scientist,Medical,2,4397,1,8,2,35,2,Travel_Rarely,3,2,2,4,No,0,2,11,No
29,Male,Married,Research & Development,Laboratory Technician,Medical,2,4264,10,4,4,4,0,Travel_Frequently,4,2,2,3,Yes,1,3,13,No
36,Female,Single,Human Resources,Human Resources,Technical Degree,5,5487,29,0,0,11,3,Travel_Rarely,4,3,2,3,No,2,3,16,No
33,Male,Married,Research & Development,Research Director,Marketing,3,16318,2,6,6,12,4,Travel_Rarely,4,2,2,3,No,0,6,18,No
41,Female,Single,Sales,Manager,Technical Degree,3,14432,3,15,0,17,2,Travel_Frequently,4,3,3,3,Yes,2,1,11,No
18,Male,Single,Research & Development,Laboratory Technician,Other,3,2341,27,0,0,0,2,Travel_Frequently,4,3,3,3,No,1,4,16,Yes
44,Male,Single,Sales,Manager,Human Resources,4,14039,5,0,0,32,1,Travel_Frequently,3,4,2,3,No,1,6,15,No
41,Female,Married,Research & Development,Research Director,Medical,1,15134,23,2,2,17,4,Travel_Rarely,3,2,2,3,Yes,2,1,11,Yes
29,Female,Married,Research & Development,Manufacturing Director,Technical Degree,3,9516,15,10,6,10,5,Travel_Rarely,2,2,4,3,Yes,2,1,22,Yes
18,Male,Married,Research & Development,Laboratory Technician,Other,1,2019,14,0,0,0,5,Non-Travel,3,3,3,3,Yes,1,1,18,Yes
38,Male,Married,Research & Development,Research Scientist,Human Resources,2,5203,1,3,0,16,2,Travel_Rarely,3,2,4,3,Yes,0,1,13,No
32,Male,Divorced,Research & Development,Research Director,Marketing,3,17763,6,4,4,8,2,Travel_Rarely,3,4,1,3,No,2,4,13,No
34,Female,Divorced,Sales,Sales Executive,Technical Degree,3,7654,6,0,0,14,2,Travel_Rarely,2,4,3,3,No,0,2,16,No
36,Male,Married,Research & Development,Manufacturing Director,Medical,4,11883,4,2,2,19,4,Travel_Rarely,4,3,3,3,No,1,2,15,No
45,Male,Single,Sales,Sales Representative,Life Sciences,3,3035,3,4,1,25,6,Travel_Rarely,3,3,2,4,Yes,1,6,11,No
32,Female,Married,Sales,Sales Representative,Life Sciences,1,3122,1,10,2,10,6,Travel_Rarely,4,3,1,3,No,0,2,19,No
32,Female,Married,Research & Development,Research Scientist,Human Resources,2,4136,4,3,1,13,4,Travel_Rarely,1,3,3,3,Yes,1,1,18,Yes
46,Male,Single,Research & Development,Research Director,Other,3,16444,12,10,1,29,2,Travel_Frequently,4,2,3,3,No,1,3,15,No
29,Male,Single,Research & Development,Manufacturing Director,Medical,4,9626,15,0,0,10,3,Travel_Frequently,3,4,3,3,Yes,1,2,11,No
42,Female,Divorced,Sales,Sales Representative,Marketing,2,2851,1,0,0,20,4,Travel_Rarely,3,4,3,3,No,3,1,20,No
41,Female,Divorced,Research & Development,Laboratory Technician,Marketing,3,3899,3,9,8,19,0,Travel_Rarely,2,4,2,3,No,1,6,14,No
39,Female,Married,Sales,Manager,Human Resources,1,15201,6,7,6,25,2,Travel_Frequently,1,3,1,3,No,1,3,19,Yes
41,Male,Divorced,Research & Development,Laboratory Technician,Human Resources,3,3965,17,2,0,15,3,Travel_Rarely,4,1,3,3,Yes,0,4,12,No
34,Male,Single,Sales,Sales Representative,Other,3,1581,2,4,2,10,3,Travel_Frequently,2,3,4,3,No,1,4,13,No
34,Male,Married,Research & Development,Research Scientist,Medical,2,4731,14,2,0,15,3,Non-Travel,2,3,3,4,No,1,5,14,No
41,Male,Married,Research & Development,Laboratory Technician,Human Resources,4,2897,4,12,8,20,4,Travel_Rarely,3,4,3,4,No,1,2,18,No
28,Male,Married,Sales,Sales Representative,Life Sciences,3,4550,2,8,3,8,4,Travel_Rarely,4,1,3,3,No,0,4,17,Yes
46,Male,Divorced,Research & Development,Research Scientist,Marketing,2,6379,1,14,0,25,2,Travel_Rarely,1,3,3,3,No,0,3,14,No
59,Female,Single,Research & Development,Research Scientist,Other,2,4260,5,0,0,36,0,Travel_Rarely,2,2,3,3,No,0,3,20,Yes
43,Female,Married,Research & Development,Research Scientist,Life Sciences,4,4302,1,3,0,24,2,Travel_Rarely,1,2,4,3,No,0,3,22,No
36,Male,Divorced,Research & Development,Manufacturing Director,Human Resources,3,9713,1,1,1,16,4,Travel_Rarely,2,1,4,3,Yes,1,3,18,Yes
43,Male,Single,Research & Development,Manufacturing Director,Technical Degree,4,10684,3,6,6,17,3,Travel_Rarely,2,3,2,4,No,1,3,15,No
48,Male,Divorced,Research & Development,Research Director,Medical,4,15330,1,2,0,25,4,Travel_Rarely,2,1,3,3,No,0,4,11,No
39,Male,Divorced,Sales,Sales Executive,Other,4,7914,1,13,1,17,1,Travel_Rarely,1,3,3,3,No,1,2,11,No
52,Male,Divorced,Research & Development,Laboratory Technician,Medical,3,3513,2,6,6,32,3,Travel_Rarely,4,2,3,3,No,2,2,16,No
45,Male,Single,Research & Development,Research Director,Other,4,16358,12,0,0,25,1,Travel_Rarely,1,4,3,3,No,0,2,16,No
41,Male,Married,Research & Development,Research Director,Other,2,15881,6,5,0,10,5,Travel_Rarely,1,4,2,3,No,2,4,14,No
42,Male,Single,Research & Development,Research Director,Technical Degree,2,15620,9,0,0,17,2,Travel_Rarely,4,3,3,4,No,1,5,17,No
